,PremisesName,Address,City,PostalCode,Latitude,Longitude,MachineCount,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,PostalCodePopulation,PostalCodeAvgTaxableIncome,PostalCodeRankTaxableIncome
265,Meadows Hotel,"32 Mawson Rd, Meadows SA 5201, Australia",Meadows,5201,-35.1824868,138.7556181,15,40094841000,40844,4,South Australia,44550,Mount Barker (DC),1295,48536.0,175
266,Meningie Hotel,"62 Princes Hwy, Meningie SA 5264, Australia",Meningie,5264,-35.68841099999999,139.338418,12,40193000000,40851,4,South Australia,47800,The Coorong (DC),749,43503.0,267
267,Metropolitan Hotel,"46 Grote St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9285179,138.5974193,30,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
268,Mick OShea Irish Pub,"Main S Rd, Hackham SA 5163, Australia",Hackham,5163,-35.1574649,138.5209123,40,40109100000,40538,4,South Australia,45340,Onkaparinga (C),6828,43205.0,273
269,Middleton Tavern,"37 Victor Harbor-Goolwa Rd, Middleton SA 5213, Australia",Middleton,5213,-35.510601,138.705831,38,40008590000,40862,4,South Australia,40220,Alexandrina (DC),711,51649.0,122
270,Midway Tavern,"212 Midway Rd, Elizabeth Downs SA 5113, Australia",Elizabeth Downs,5113,-34.7063344,138.6920906,40,40129720000,40394,4,South Australia,45680,Playford (C),6371,38364.0,317
271,Mile End Hotel,"30 Henley Beach Rd, Mile End SA 5031, Australia",Mile End,5031,-34.923225,138.575794,40,40207020000,40866,4,South Australia,48410,West Torrens (C),5739,52684.0,107
272,Millicent and District Community Club,"28 Davenport St, Millicent SA 5280, Australia",Millicent,5280,-37.5958113,140.3528782,11,40205300000,40870,4,South Australia,48340,Wattle Range (DC),4016,50117.0,145
273,Minlaton Hotel/Motel,"26 Main St, Minlaton SA 5575, Australia",Minlaton,5575,-34.7716948,137.5955843,14,40215002000,40879,4,South Australia,48830,Yorke Peninsula (DC),1207,42452.0,285
274,Minnipa Hotel,"19 Railway Terrace, Minnipa SA 5654, Australia",Minnipa,5654,-32.8548529,135.1547259,9,40063902000,40880,4,South Australia,48640,Wudinna (DC),102,46666.0,207
275,Modbury Plaza Hotel,"989 North East Road, Modbury SA 5092, Australia",Modbury,5092,-34.8311448,138.6882188,40,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),9862,47216.0,195
276,Monash Club,"16 Madison Rd, Monash SA 5342, Australia",Monash,5342,-34.23543799999999,140.557514,18,40017392000,40897,4,South Australia,40520,Berri and Barmera (DC),540,41487.0,297
277,Moonta Hotel,"1 George St, Moonta SA 5558, Australia",Moonta,5558,-34.0692702,137.5923192,22,40046330000,40906,4,South Australia,41560,Copper Coast (DC),2252,43667.0,264
278,Moorook and District Club,"Moorook South SA 5332, Australia",Moorook South,5332,-34.2863661,140.3672107,9,40067940000,40912,4,South Australia,43790,Loxton Waikerie (DC),213,48269.0,181
279,Morphett Arms Hotel,"138 Morphett Rd, Glengowrie SA 5044, Australia",Glengowrie,5044,-34.9871597,138.5380707,40,40076320000,40504,4,South Australia,44060,Marion (C),6854,64389.0,27
280,Morphettville Racecourse,"470 Anzac Hwy, Camden Park SA 5038, Australia",Camden Park,5038,-34.9741572,138.5401321,40,40211010000,40210,4,South Australia,48410,West Torrens (C),9478,48463.0,177
281,Mount Compass Tavern,"36 Victor Harbor Rd, Mount Compass SA 5210, Australia",Mount Compass,5210,-35.347158,138.620818,20,40008461000,40933,4,South Australia,40220,Alexandrina (DC),1117,48824.0,168
282,Mount Gambier Hotel,"2 Commercial St W, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.82812620000001,140.7805578,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
283,Mount Pleasant Hotel Motel,"43 Melrose St, Mount Pleasant SA 5235, Australia",Mount Pleasant,5235,-34.774692,139.048529,6,40014110000,40952,4,South Australia,40310,Barossa (DC),1373,45163.0,238
284,Mount Remarkable Hotel,"14 Stuart St, Melrose SA 5483, Australia",Melrose,5483,-32.8257098,138.1877027,6,40098680000,40847,4,South Australia,44830,Mount Remarkable (DC),201,46390.0,214
285,Mount Torrens Hotel,"1 Townsend St, Mount Torrens SA 5244, Australia",Mount Torrens,5244,-34.875619,138.9588631,5,40007021000,40956,4,South Australia,40120,Adelaide Hills (DC),2467,51561.0,126
286,Murray Bridge Golf Club,"1 Ritter St, Murray Bridge SA 5253, Australia",Murray Bridge,5253,-35.127355,139.2663076,12,40099410000,40979,4,South Australia,45040,Murray Bridge (RC),9833,41308.0,300
287,Murray Bridge Hotel,"20 Sixth St, Murray Bridge SA 5253, Australia",Murray Bridge,5253,-35.1178589,139.2758789,40,40099410000,40979,4,South Australia,45040,Murray Bridge (RC),9833,41308.0,300
288,Murray Bridge and District Community Club,"1 Murray Cod Dv, Murray Bridge SA 5253, Australia",Murray Bridge,5253,-35.119801,139.282985,33,40099410000,40979,4,South Australia,45040,Murray Bridge (RC),9833,41308.0,300
289,Mylk Bar,"57 Flinders St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9271469,138.6028137,16,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
290,Naracoorte Hotel,"73 Ormerod St, Naracoorte SA 5271, Australia",Naracoorte,5271,-36.9543346,140.7436689,32,40101641000,41002,4,South Australia,45090,Naracoorte and Lucindale (DC),4907,45760.0,226
291,New Dublin Hotel,"Lot 15 Old Port Wakefield Rd, Dublin SA 5501, Australia",Dublin,5501,-34.453213,138.3548084,8,40069490000,40370,4,South Australia,40150,Adelaide Plains (DC),4007,51241.0,132
292,New York Bar and Grill - Marion,"Westfield Marion,Shop 2027/297 Diagonal Road, Oaklands Park SA 5046, Australia",Oaklands Park,5046,-35.016421,138.544634,40,40071960000,41057,4,South Australia,44060,Marion (C),5134,49803.0,151
293,Newmarket Hotel,"132 Commercial Rd, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.8462525,138.5063945,40,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
294,Normanville Hotel,"46 Main Rd, Normanville SA 5204, Australia",Normanville,5204,-35.4474017,138.3178509,31,40215000400,41028,4,South Australia,48750,Yankalilla (DC),1454,39762.0,309
295,North Kapunda Hotel,"50 Main St, Kapunda SA 5373, Australia",Kapunda,5373,-34.340719,138.915612,10,40064402000,40660,4,South Australia,43650,Light (RegC),1844,48057.0,187
296,North Laura Hotel,"25 Mill St, Laura SA 5480, Australia",Laura,5480,-33.178163,138.299103,10,40103181000,40745,4,South Australia,45120,Northern Areas (DC),479,45056.0,242
297,Northern Tavern,"269 Main N Rd, Sefton Park SA 5083, Australia",Sefton Park,5083,-34.8740048,138.6025352,40,40142401000,41313,4,South Australia,45890,Port Adelaide Enfield (C),4452,57029.0,72
298,Northgate Community and Sports Club,"Duncan Fraser Reserve, Rowe Ave, Northfield SA 5085, Australia",Northfield,5085,-34.853613,138.623405,8,40138050000,41041,4,South Australia,45890,Port Adelaide Enfield (C),10964,50432.0,141
299,Norwood Hotel,"97 The Parade, Norwood SA 5067, Australia",Norwood,5067,-34.9211708,138.6324128,40,40106130000,41044,4,South Australia,45290,Norwood Payneham St Peters (C),6601,75339.0,13
300,OG Hotel,"246 North East Road, Klemzig SA 5087, Australia",Klemzig,5087,-34.8747111,138.6327332,40,40138260000,40697,4,South Australia,45890,Port Adelaide Enfield (C),6421,48571.0,173
301,Oakbank Hotel,"207 Onkaparinga Valley Rd, Oakbank SA 5243, Australia",Oakbank,5243,-34.9846612,138.8417704,15,40007471000,41054,4,South Australia,40120,Adelaide Hills (DC),593,60795.0,43
302,Old Bakehouse,"10 Queen St, Williamstown SA 5351, Australia",Williamstown,5351,-34.6714043,138.8906194,15,40014030000,41588,4,South Australia,40310,Barossa (DC),3490,51645.0,123
303,Old Bush Inn,"51 High St, Willunga SA 5172, Australia",Willunga,5172,-35.2741507,138.5586372,10,40110930000,41595,4,South Australia,45340,Onkaparinga (C),2565,50498.0,140
304,Old Bushman Hotel,"10 Cowan St, Gawler SA 5118, Australia",Gawler,5118,-34.5958793,138.7477065,16,40050490000,40469,4,South Australia,42030,Gawler (T),10640,52422.0,111
305,Old Noarlunga Hotel,"38 Patapinda Rd, Old Noarlunga SA 5168, Australia",Old Noarlunga,5168,-35.1824932,138.5012597,40,40111112000,41061,4,South Australia,45340,Onkaparinga (C),2801,44916.0,243
306,Old Spot Hotel,"1955 Main N Rd, Salisbury Heights SA 5109, Australia",Salisbury Heights,5109,-34.7548996,138.6792425,40,40170590000,41278,4,South Australia,47140,Salisbury (C),10459,46565.0,210
307,Opal Inn,"71 Hutchison St, Coober Pedy SA 5723, Australia",Coober Pedy,5723,-29.0149668,134.7538908,40,40045740000,40293,4,South Australia,41330,Coober Pedy (DC),831,44697.0,247
308,Owen Arms Hotel,"2 Main St, Owen SA 5460, Australia",Owen,5460,-34.2702425,138.5463816,5,40202272000,41075,4,South Australia,48130,Wakefield (DC),360,48712.0,171
309,Para Hills Community Club,"360-370 Bridge Rd, Para Hills SA 5096, Australia",Para Hills,5096,-34.8100825,138.6453638,40,40173161000,41085,4,South Australia,47140,Salisbury (C),7504,47055.0,200
310,Paradise Hotel,"700 Lower North East Rd, Paradise SA 5075, Australia",Paradise,5075,-34.8719823,138.6718299,40,40023650000,41090,4,South Australia,40910,Campbelltown (C),6185,49424.0,156
311,Parafield Gardens Community Club,"65 Shepherdson Rd, Parafield Gardens SA 5108, Australia",Parafield Gardens,5108,-34.7830921,138.6116028,40,40164450000,41092,4,South Australia,47140,Salisbury (C),19239,43160.0,274
312,Paringa Hotel,"Sturt Hwy, Paringa SA 5340, Australia",Paringa,5340,-34.1808618,140.7835361,30,40162390000,41099,4,South Australia,46670,Renmark Paringa (DC),815,44230.0,253
313,Park Hotel,"163 Commercial St W, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8258573,140.7721433,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
314,Parkside Hotel,"142 Glen Osmond Rd, Parkside SA 5063, Australia",Parkside,5063,-34.9461098,138.6243968,35,40194830000,41102,4,South Australia,47980,Unley (C),7603,68387.0,21
315,Pastoral Hotel Motel,"17 Stirling Rd, Port Augusta SA 5700, Australia",Port Augusta,5700,-32.4968904,137.769053,35,40152541000,41175,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
316,Payneham Tavern,"319 Payneham Rd, Payneham SA 5070, Australia",Payneham,5070,-34.8984369,138.6367733,40,40103970000,41110,4,South Australia,45290,Norwood Payneham St Peters (C),8398,54829.0,88
317,Penneshaw Hotel,"North Terrace, Penneshaw SA 5222, Australia",Penneshaw,5222,-35.7173844,137.9364891,8,40060470000,41122,4,South Australia,42750,Kangaroo Island (DC),393,42950.0,278
318,Pier Hotel,"33 Tasman Terrace, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.7187538,135.8562164,40,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
319,Pier Hotel - Milang,"Daranda Terrace & Lang St, Milang SA 5256, Australia",Milang,5256,-35.4073249,138.9726127,12,40011162000,40865,4,South Australia,40220,Alexandrina (DC),619,38695.0,315
320,Pinnaroo Hotel,"22 Railway Terrace S, Pinnaroo SA 5304, Australia",Pinnaroo,5304,-35.2604972,140.9088222,4,40178981000,41149,4,South Australia,47290,Southern Mallee (DC),557,44395.0,248
321,Playford Bowling Club Incorporated,"Goodman Rd, Elizabeth SA 5112, Australia",Elizabeth,5112,-34.723896,138.6630158,10,40132140000,40393,4,South Australia,45680,Playford (C),7679,42737.0,283
322,Playford Tavern,"80 Peachey Rd, Davoren Park SA 5113, Australia",Davoren Park,5113,-34.6926948,138.6681862,40,40131980000,40350,4,South Australia,45680,Playford (C),6371,38364.0,317
323,Pooraka Football Club,"19 McCarthy Ct, Pooraka SA 5095, Australia",Pooraka,5095,-34.8286528,138.6216294,10,40173300000,41171,4,South Australia,47140,Salisbury (C),11753,51433.0,129
324,Port Anchor,"15 Church Pl, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.8462129,138.5026124,40,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
325,Port Augusta West Football Club,"13 Gardiner Ave, Port Augusta West SA 5700, Australia",Port Augusta West,5700,-32.4798905,137.7621925,20,40152731000,41176,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
326,Port Broughton Hotel,"2 Bay St, Port Broughton SA 5522, Australia",Port Broughton,5522,-33.6003378,137.9302641,9,40015860000,41178,4,South Australia,40430,Barunga West (DC),653,47187.0,196
327,Port Broughton Sunnyside Motel Hotel,"17 Bay St, Port Broughton SA 5522, Australia",Port Broughton,5522,-33.6002991,137.9332442,12,40015860000,41178,4,South Australia,40430,Barunga West (DC),653,47187.0,196
328,Port Clinton Community and Sports Club,"12 Yararoo Dr, Clinton SA 5570, Australia",Clinton,5570,-34.2176278,138.0226107,6,40215212300,40269,4,South Australia,48830,Yorke Peninsula (DC),199,42908.0,279
329,Port Football and Community Sporting Club,"Wandearah Road, Port Pirie South SA 5540, Australia",Port Pirie South,5540,-33.192092,138.008377,35,40156920000,41196,4,South Australia,46450,Port Pirie City and Dists (M),7028,49192.0,161
330,Port Germein Hotel,"15 High St, Port Germein SA 5495, Australia",Port Germein,5495,-33.0210629,137.9994553,9,40098440000,41182,4,South Australia,44830,Mount Remarkable (DC),226,46583.0,209
331,Port Hughes Tavern,"Minnie Terrace, Port Hughes SA 5558, Australia",Port Hughes,5558,-34.0758333,137.5455556,20,40046420000,41184,4,South Australia,41560,Copper Coast (DC),2252,43667.0,264
332,Port Kenny Hotel,"Flinders Hwy, Port Kenny SA 5671, Australia",Port Kenny,5671,-33.1677417,134.6856614,5,40049000000,41186,4,South Australia,41750,Elliston (DC),105,63745.0,30
333,Port Lincoln Hotel,"1 Lincoln Hwy, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.7178306,135.8544911,40,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
334,Port Noarlunga Hotel,"2 Gawler St, Port Noarlunga SA 5167, Australia",Port Noarlunga,5167,-35.1487395,138.4705545,40,40115391000,41192,4,South Australia,45340,Onkaparinga (C),3360,48338.0,180
335,Port Victoria Hotel Motel,"1 Main St, Port Victoria SA 5573, Australia",Port Victoria,5573,-34.4962824,137.4834159,9,40214967800,41199,4,South Australia,48830,Yorke Peninsula (DC),1090,54225.0,95
336,Port Wakefield Hotel,"22 Burra St, Port Wakefield SA 5550, Australia",Port Wakefield,5550,-34.1860326,138.1471933,6,40202540000,41201,4,South Australia,48130,Wakefield (DC),459,43742.0,261
337,Portland Hotel,"286 Commercial Rd, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.850244,138.508727,40,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
338,Portside Tavern,"96 Ellen St, Port Pirie SA 5540, Australia",Port Pirie,5540,-33.1769805,138.009917,40,40156882000,41195,4,South Australia,46450,Port Pirie City and Dists (M),7028,49192.0,161
339,Pretoria Hotel,"50 Randell St, Mannum SA 5238, Australia",Mannum,5238,-34.912476,139.3139346,40,40082722000,40811,4,South Australia,44210,Mid Murray (DC),2021,40685.0,303
340,Prince Edward Hotel,"32 Hughes St, Wallaroo SA 5556, Australia",Wallaroo,5556,-33.9337589,137.6275698,10,40046150000,41502,4,South Australia,41560,Copper Coast (DC),1810,44280.0,251
341,Prince Of Wales Hotel Motel,"58 Church St, Penola SA 5277, Australia",Penola,5277,-37.3777389,140.8366241,6,40204700000,41124,4,South Australia,48340,Wattle Range (DC),1636,49053.0,165
342,Prince of Wales - Queenstown,"215 Port Rd, Queenstown SA 5014, Australia",Queenstown,5014,-34.8563216,138.510407,40,40151180000,41218,4,South Australia,45890,Port Adelaide Enfield (C),6570,49462.0,155
343,Queenscliffe Family Hotel,"57 Dauncey St, Kingscote SA 5223, Australia",Kingscote,5223,-35.655091,137.6391311,7,40060490000,40691,4,South Australia,42750,Kangaroo Island (DC),2106,41835.0,292
344,Quorn Hotel,"16 Railway Terrace, Quorn SA 5433, Australia",Quorn,5433,-32.3458026,138.0408244,8,40049500000,41220,4,South Australia,41830,Flinders Ranges (DC),649,51569.0,125
345,RSL Colonel Light Gardens Sub-Branch,"4 Prince George Parade, Colonel Light Gardens SA 5041, Australia",Colonel Light Gardens,5041,-34.9862002,138.5977236,10,40088322000,40285,4,South Australia,44340,Mitcham (C),8181,60324.0,48
346,RSL Marion Sub Branch,"31-39 Norfolk Rd, Marion SA 5043, Australia",Marion,5043,-35.0129057,138.554104,10,40072050000,40821,4,South Australia,44060,Marion (C),9874,46835.0,202
347,RSL Mount Gambier Sub Branch,"16 Sturt St, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8311111,140.7811111,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
348,RSL Payneham Sub Branch,"360 Payneham Rd, Payneham SA 5070, Australia",Payneham,5070,-34.8957972,138.6410416,12,40103970000,41110,4,South Australia,45290,Norwood Payneham St Peters (C),8398,54829.0,88
349,Railway Hotel,"221 Main St, Peterborough SA 5422, Australia",Peterborough,5422,-32.9733666,138.8351425,27,40129031000,41130,4,South Australia,45540,Peterborough (DC),630,40611.0,304
350,Railway Hotel,"32 Alexandra Terrace, Jamestown SA 5491, Australia",Jamestown,5491,-33.199664,138.6064048,4,40102881000,40629,4,South Australia,45120,Northern Areas (DC),1091,53724.0,100
351,Railway Hotel,"2 Gray St, Freeling SA 5372, Australia",Freeling,5372,-34.4552778,138.8083333,6,40064800000,40460,4,South Australia,43650,Light (RegC),1268,49761.0,152
352,Ramsgate Hotel,"328 Seaview Rd, Henley Beach SA 5022, Australia",Henley Beach,5022,-34.9198514,138.4946922,40,40030450000,40578,4,South Australia,41060,Charles Sturt (C),9987,68287.0,22
353,Red Lion Hotel,"173 Woodford Rd, Elizabeth North SA 5113, Australia",Elizabeth North,5113,-34.700237,138.676769,40,40131730000,40397,4,South Australia,45680,Playford (C),6371,38364.0,317
354,Redlegs Club,"583 North East Road, Gilles Plains SA 5086, Australia",Gilles Plains,5086,-34.8558481,138.656966,40,40138240000,40490,4,South Australia,45890,Port Adelaide Enfield (C),8755,48733.0,170
355,Reepham Hotel,"273 Churchill Rd, Prospect SA 5082, Australia",Prospect,5082,-34.874649,138.5848807,40,40159942000,41206,4,South Australia,46510,Prospect (C),9131,61611.0,37
356,Regency Tavern,"Days Rd, Regency Park SA 5010, Australia",Regency Park,5010,-34.8650988,138.5664564,40,40148661000,41232,4,South Australia,45890,Port Adelaide Enfield (C),2602,43250.0,272
357,Renmark Club,"160 Murray Ave, Renmark SA 5341, Australia",Renmark,5341,-34.173148,140.750543,40,40162620000,41235,4,South Australia,46670,Renmark Paringa (DC),4305,43114.0,275
358,Renmark Golf Club,"19878 Sturt Hwy, Old Calperum SA 5341, Australia",Old Calperum,5341,-34.2142602,140.692925,16,40429390000,41060,4,South Australia,46670,Renmark Paringa (DC),4305,43114.0,275
359,Renmark Hotel Motel,"Murray Ave, Renmark SA 5341, Australia",Renmark,5341,-34.174625,140.750663,40,40162620000,41235,4,South Australia,46670,Renmark Paringa (DC),4305,43114.0,275
360,Republic Norwood,"120 Magill Rd, Norwood SA 5067, Australia",Norwood,5067,-34.91554259999999,138.6313934,40,40106130000,41044,4,South Australia,45290,Norwood Payneham St Peters (C),6601,75339.0,13
361,Rex Hotel,"172-176 Richmond Rd, Marleston SA 5033, Australia",Marleston,5033,-34.9425384,138.5645783,40,40206920000,40826,4,South Australia,48410,West Torrens (C),4625,48510.0,176
362,Rezz,"20 Hamilton Terrace, Newton SA 5074, Australia",Newton,5074,-34.876017,138.6904698,40,40023600000,41020,4,South Australia,40910,Campbelltown (C),7045,48149.0,185
363,Richies Tavern,"24 Hutchinson St, Mount Barker SA 5251, Australia",Mount Barker,5251,-35.0661267,138.8594359,40,40092432000,40923,4,South Australia,44550,Mount Barker (DC),8596,51261.0,131
364,Rising Sun Hotel,"19 Main N Rd, Auburn SA 5451, Australia",Auburn,5451,-34.0259937,138.6853377,6,40044451000,40050,4,South Australia,41140,Clare and Gilbert Valleys (DC),436,47087.0,199
365,Rising Sun Hotel,"95 Main St, Lobethal SA 5241, Australia",Lobethal,5241,-34.9014841,138.8753906,6,40007860000,40764,4,South Australia,40120,Adelaide Hills (DC),1477,50781.0,138
366,Rising Sun Hotel Port Wakefield,"30 Edward St, Port Wakefield SA 5550, Australia",Port Wakefield,5550,-34.1847649,138.1482253,40,40202540000,41201,4,South Australia,48130,Wakefield (DC),459,43742.0,261
367,Riverside Hotel,"80 Princes Hwy, Tailem Bend SA 5260, Australia",Tailem Bend,5260,-35.2535728,139.4516051,20,40192940000,41402,4,South Australia,47800,The Coorong (DC),859,43078.0,276
368,Riverton Hotel,"27 Torrens Rd, Riverton SA 5412, Australia",Riverton,5412,-34.1581866,138.7473646,9,40044540000,41250,4,South Australia,41140,Clare and Gilbert Valleys (DC),620,47040.0,201
369,Rob Roy Hotel,"106 Halifax St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9324366,138.6043105,20,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
370,Robe Hotel,"Mundy Terrace, Robe SA 5276, Australia",Robe,5276,-37.162591,139.7545735,21,40163400000,41251,4,South Australia,46860,Robe (DC),864,48423.0,179
371,Robin Hood Hotel,"315 Portrush Rd, Norwood SA 5067, Australia",Norwood,5067,-34.925577,138.641045,32,40106130000,41044,4,South Australia,45290,Norwood Payneham St Peters (C),6601,75339.0,13
372,Roopena Football and Sporting Club Whyalla Incorporated,"19-33 Fisk St, Whyalla Norrie SA 5608, Australia",Whyalla Norrie,5608,-33.0184593,137.5343717,26,40214900000,41574,4,South Australia,48540,Whyalla (C),5380,52242.0,113
373,Roosters Club,"737 Grand Jct Rd, Northfield SA 5085, Australia",Northfield,5085,-34.8467917,138.6262829,40,40138050000,41041,4,South Australia,45890,Port Adelaide Enfield (C),10964,50432.0,141
374,Rose and Crown Hotel,"100 Philip Hwy, Elizabeth South SA 5112, Australia",Elizabeth South,5112,-34.7330933,138.661499,40,40131570000,40399,4,South Australia,45680,Playford (C),7679,42737.0,283
375,Rosewater Hotel,"87-93 Grand Jct Rd, Rosewater SA 5013, Australia",Rosewater,5013,-34.8514626,138.521224,40,40150850000,41263,4,South Australia,45890,Port Adelaide Enfield (C),5008,46204.0,217
376,Roxby Downs Club,"Burgoyne St, Roxby Downs SA 5725, Australia",Roxby Downs,5725,-30.5619,136.8947999,40,40164020000,41268,4,South Australia,46970,Roxby Downs (M),2517,84257.0,6
377,Roxby Downs Tavern,"1 Richardson Pl, Roxby Downs SA 5725, Australia",Roxby Downs,5725,-30.5621488,136.8983882,40,40164020000,41268,4,South Australia,46970,Roxby Downs (M),2517,84257.0,6
378,Royal Exchange Hotel,"1 Bests Pl, Burra SA 5417, Australia",Burra,5417,-33.671737,138.9281769,8,40052691000,40193,4,South Australia,42110,Goyder (DC),794,44079.0,257
379,Royal Exchange Hotel,"7 Digby St, Kadina SA 5554, Australia",Kadina,5554,-33.9630556,137.7147222,40,40046191000,40640,4,South Australia,41560,Copper Coast (DC),2819,51863.0,119
380,Royal Family Hotel,"32 North Terrace, Port Elliot SA 5212, Australia",Port Elliot,5212,-35.5300941,138.6811613,12,40008440000,41180,4,South Australia,40220,Alexandrina (DC),1161,38328.0,318
381,Royal Hotel,"2 Ryan St, Moonta SA 5558, Australia",Moonta,5558,-34.0682415,137.5935004,20,40046330000,40906,4,South Australia,41560,Copper Coast (DC),2252,43667.0,264
382,Royal Hotel,"24 Bowman St, Crystal Brook SA 5523, Australia",Crystal Brook,5523,-33.35225399999999,138.2074534,6,40159091000,40328,4,South Australia,46450,Port Pirie City and Dists (M),981,57247.0,68
383,Royal Hotel,"9 Edith Terrace, Balaklava SA 5461, Australia",Balaklava,5461,-34.1455905,138.4136797,6,40202320000,40061,4,South Australia,48130,Wakefield (DC),1375,49101.0,163
384,Royal Hotel,"2 North Terrace, Kent Town SA 5067, Australia",Kent Town,5067,-34.91973,138.615436,40,40106100000,40674,4,South Australia,45290,Norwood Payneham St Peters (C),6601,75339.0,13
385,Royal House Hotel,"1 Fifth St, Ardrossan SA 5571, Australia",Ardrossan,5571,-34.4225556,137.9193896,29,40215010800,40038,4,South Australia,48830,Yorke Peninsula (DC),892,48107.0,186
386,Royal Oak Hotel,"123 O'Connell St, North Adelaide SA 5006, Australia",North Adelaide,5006,-34.9051939,138.5953956,40,40000080000,41029,4,South Australia,40070,Adelaide (C),4183,90092.0,5
387,Royal Oak Hotel,"31 Church St, Penola SA 5277, Australia",Penola,5277,-37.3797785,140.8374635,16,40204700000,41124,4,South Australia,48340,Wattle Range (DC),1636,49053.0,165
388,Sailmaster Tavern,"16 Arcadia Ct, North Haven SA 5018, Australia",North Haven,5018,-34.7870492,138.4889078,40,40144820000,41034,4,South Australia,45890,Port Adelaide Enfield (C),3526,55009.0,85
389,Salisbury Hotel,"52 Commercial Rd, Salisbury SA 5108, Australia",Salisbury,5108,-34.7615388,138.6491483,40,40164461000,41275,4,South Australia,47140,Salisbury (C),19239,43160.0,274
390,Salisbury North Football Club,"39-41 Bagster Rd, Salisbury North SA 5108, Australia",Salisbury North,5108,-34.7532218,138.6334061,40,40167810000,41279,4,South Australia,47140,Salisbury (C),19239,43160.0,274
391,Salisbury Sub-Branch RSL,"19 Park Terrace, Salisbury SA 5108, Australia",Salisbury,5108,-34.7638732,138.6428101,10,40164461000,41275,4,South Australia,47140,Salisbury (C),19239,43160.0,274
392,Salisbury West Sports Club,"Londonderry Avenue, Salisbury Downs SA 5108, Australia",Salisbury Downs,5108,-34.771785,138.62638,12,40164520000,41276,4,South Australia,47140,Salisbury (C),19239,43160.0,274
393,Saracens Head,"82 Carrington St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9311874,138.6032881,25,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
394,Sea Breeze Hotel,"7 Tumby Terrace, Tumby Bay SA 5605, Australia",Tumby Bay,5605,-34.3765373,136.1029311,15,40066170000,41460,4,South Australia,43710,Lower Eyre Peninsula (DC),1038,44292.0,250
395,Seaside Hotel,"2-10 Fooks Terrace, St Kilda SA 5110, Australia",Saint Kilda,5110,-34.7391762,138.5343753,20,40177790000,41358,4,South Australia,47140,Salisbury (C),4270,46401.0,213
396,Semaphore Hotel,"17 Semaphore Rd, Semaphore SA 5019, Australia",Semaphore,5019,-34.8380597,138.4817324,40,40145110000,41316,4,South Australia,45890,Port Adelaide Enfield (C),5160,57257.0,67
397,Semaphore Palais,"86 Esplanade, Semaphore SA 5019, Australia",Semaphore,5019,-34.8364978,138.4806289,40,40145110000,41316,4,South Australia,45890,Port Adelaide Enfield (C),5160,57257.0,67
398,Settlers Tavern,"249 Montague Rd, Ingle Farm SA 5098, Australia",Ingle Farm,5098,-34.8290592,138.6502231,40,40173151000,40613,4,South Australia,47140,Salisbury (C),6301,45849.0,223
399,Seven Stars Hotel,"187 Angas St, Adelaide SA 5000, Australia",Adelaide,5000,-34.929996,138.608012,12,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
400,Sevenhill Hotel,"Main N Rd, Sevenhill SA 5453, Australia",Sevenhill,5453,-33.8900761,138.6286662,40,40044430000,41321,4,South Australia,41140,Clare and Gilbert Valleys (DC),3024,50599.0,139
401,Silks On Grenfell Hotel,"Level 2/14 Grenfell St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9240927,138.6002465,20,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
