,MeshBlockCode,CityCode,City,StateCode,State,LgaCode,LgaName
267,40001530000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
268,40215023400,40002,Adelaide,4,South Australia,40070,Adelaide (C)
269,40214996100,40002,Adelaide,4,South Australia,40070,Adelaide (C)
270,40002191000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
271,40002193000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
272,40000074000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
273,40002880000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
274,40000071000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
275,40000073000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
276,40215151900,40002,Adelaide,4,South Australia,40070,Adelaide (C)
277,40002181000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
278,40002182000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
279,40002183000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
280,40001710000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
281,40001174000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
282,40215291500,40002,Adelaide,4,South Australia,40070,Adelaide (C)
283,40001700000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
284,40215127400,40002,Adelaide,4,South Australia,40070,Adelaide (C)
285,40000530000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
286,40001172000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
287,40002380000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
288,40003020000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
289,40003030000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
290,40001173000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
291,40001171000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
292,40003090000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
293,40414750000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
294,40243830000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
295,40002130000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
296,40003070000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
297,40000290000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
298,40000780000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
299,40000052000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
300,40000053000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
301,40244470000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
302,40001732000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
303,40244462000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
304,40244461000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
305,40002411000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
