,HierarchyLevel,CategoryName,CategoryId,Level1,Level2,Level3,Level4,Level5
520,3,Sports Club,52e81612bcbc57f1066b7a2e,Outdoors & Recreation,Athletics & Sports,Sports Club,,
521,3,Squash Court,52e81612bcbc57f1066b7a2d,Outdoors & Recreation,Athletics & Sports,Squash Court,,
522,3,Tennis Court,4e39a956bd410d7aed40cbc3,Outdoors & Recreation,Athletics & Sports,Tennis Court,,
523,3,Volleyball Court,4eb1bf013b7b6f98df247e07,Outdoors & Recreation,Athletics & Sports,Volleyball Court,,
524,2,Bathing Area,52e81612bcbc57f1066b7a28,Outdoors & Recreation,Bathing Area,,,
525,2,Bay,56aa371be4b08b9a8d573544,Outdoors & Recreation,Bay,,,
526,2,Beach,4bf58dd8d48988d1e2941735,Outdoors & Recreation,Beach,,,
527,3,Nudist Beach,52e81612bcbc57f1066b7a30,Outdoors & Recreation,Beach,Nudist Beach,,
528,3,Surf Spot,4bf58dd8d48988d1e3941735,Outdoors & Recreation,Beach,Surf Spot,,
529,2,Bike Trail,56aa371be4b08b9a8d57355e,Outdoors & Recreation,Bike Trail,,,
530,2,Botanical Garden,52e81612bcbc57f1066b7a22,Outdoors & Recreation,Botanical Garden,,,
531,2,Bridge,4bf58dd8d48988d1df941735,Outdoors & Recreation,Bridge,,,
532,2,Campground,4bf58dd8d48988d1e4941735,Outdoors & Recreation,Campground,,,
533,2,Canal Lock,56aa371be4b08b9a8d57353b,Outdoors & Recreation,Canal Lock,,,
534,2,Canal,56aa371be4b08b9a8d573562,Outdoors & Recreation,Canal,,,
535,2,Castle,50aaa49e4b90af0d42d5de11,Outdoors & Recreation,Castle,,,
536,2,Cave,56aa371be4b08b9a8d573511,Outdoors & Recreation,Cave,,,
537,2,Cemetery,4bf58dd8d48988d15c941735,Outdoors & Recreation,Cemetery,,,
538,2,Dive Spot,52e81612bcbc57f1066b7a12,Outdoors & Recreation,Dive Spot,,,
539,2,Dog Run,4bf58dd8d48988d1e5941735,Outdoors & Recreation,Dog Run,,,
540,2,Farm,4bf58dd8d48988d15b941735,Outdoors & Recreation,Farm,,,
541,2,Field,4bf58dd8d48988d15f941735,Outdoors & Recreation,Field,,,
542,2,Fishing Spot,52e81612bcbc57f1066b7a0f,Outdoors & Recreation,Fishing Spot,,,
543,2,Forest,52e81612bcbc57f1066b7a23,Outdoors & Recreation,Forest,,,
544,2,Fountain,56aa371be4b08b9a8d573547,Outdoors & Recreation,Fountain,,,
545,2,Garden,4bf58dd8d48988d15a941735,Outdoors & Recreation,Garden,,,
546,2,Gun Range,52e81612bcbc57f1066b7a11,Outdoors & Recreation,Gun Range,,,
547,2,Harbor / Marina,4bf58dd8d48988d1e0941735,Outdoors & Recreation,Harbor / Marina,,,
548,2,Hill,5bae9231bedf3950379f89cd,Outdoors & Recreation,Hill,,,
549,2,Hot Spring,4bf58dd8d48988d160941735,Outdoors & Recreation,Hot Spring,,,
550,2,Indoor Play Area,5744ccdfe4b0c0459246b4b5,Outdoors & Recreation,Indoor Play Area,,,
551,2,Island,50aaa4314b90af0d42d5de10,Outdoors & Recreation,Island,,,
552,2,Lake,4bf58dd8d48988d161941735,Outdoors & Recreation,Lake,,,
553,2,Lighthouse,4bf58dd8d48988d15d941735,Outdoors & Recreation,Lighthouse,,,
554,2,Mountain Hut,55a5a1ebe4b013909087cb77,Outdoors & Recreation,Mountain Hut,,,
555,2,Mountain,4eb1d4d54b900d56c88a45fc,Outdoors & Recreation,Mountain,,,
556,2,National Park,52e81612bcbc57f1066b7a21,Outdoors & Recreation,National Park,,,
557,2,Nature Preserve,52e81612bcbc57f1066b7a13,Outdoors & Recreation,Nature Preserve,,,
558,2,Other Great Outdoors,4bf58dd8d48988d162941735,Outdoors & Recreation,Other Great Outdoors,,,
559,2,Palace,52e81612bcbc57f1066b7a14,Outdoors & Recreation,Palace,,,
560,2,Park,4bf58dd8d48988d163941735,Outdoors & Recreation,Park,,,
561,2,Pedestrian Plaza,52e81612bcbc57f1066b7a25,Outdoors & Recreation,Pedestrian Plaza,,,
562,2,Playground,4bf58dd8d48988d1e7941735,Outdoors & Recreation,Playground,,,
563,2,Plaza,4bf58dd8d48988d164941735,Outdoors & Recreation,Plaza,,,
564,2,Pool,4bf58dd8d48988d15e941735,Outdoors & Recreation,Pool,,,
565,2,Rafting,52e81612bcbc57f1066b7a29,Outdoors & Recreation,Rafting,,,
566,2,Recreation Center,52e81612bcbc57f1066b7a26,Outdoors & Recreation,Recreation Center,,,
567,2,Reservoir,56aa371be4b08b9a8d573541,Outdoors & Recreation,Reservoir,,,
568,2,River,4eb1d4dd4b900d56c88a45fd,Outdoors & Recreation,River,,,
569,2,Rock Climbing Spot,50328a4b91d4c4b30a586d6b,Outdoors & Recreation,Rock Climbing Spot,,,
570,2,Roof Deck,4bf58dd8d48988d133951735,Outdoors & Recreation,Roof Deck,,,
571,2,Scenic Lookout,4bf58dd8d48988d165941735,Outdoors & Recreation,Scenic Lookout,,,
572,2,Sculpture Garden,4bf58dd8d48988d166941735,Outdoors & Recreation,Sculpture Garden,,,
573,2,Ski Area,4bf58dd8d48988d1e9941735,Outdoors & Recreation,Ski Area,,,
574,3,Apres Ski Bar,4bf58dd8d48988d1ea941735,Outdoors & Recreation,Ski Area,Apres Ski Bar,,
575,3,Ski Chairlift,4eb1c0ed3b7b52c0e1adc2ea,Outdoors & Recreation,Ski Area,Ski Chairlift,,
576,3,Ski Chalet,4bf58dd8d48988d1ec941735,Outdoors & Recreation,Ski Area,Ski Chalet,,
577,3,Ski Lodge,4bf58dd8d48988d1eb941735,Outdoors & Recreation,Ski Area,Ski Lodge,,
578,3,Ski Trail,4eb1c0f63b7b52c0e1adc2eb,Outdoors & Recreation,Ski Area,Ski Trail,,
579,2,Skydiving Drop Zone,58daa1558bbb0b01f18ec1b9,Outdoors & Recreation,Skydiving Drop Zone,,,
580,2,Stables,4eb1baf03b7b2c5b1d4306ca,Outdoors & Recreation,Stables,,,
581,2,State / Provincial Park,5bae9231bedf3950379f89d0,Outdoors & Recreation,State / Provincial Park,,,
582,2,States & Municipalities,530e33ccbcbc57f1066bbfe4,Outdoors & Recreation,States & Municipalities,,,
583,3,City,50aa9e094b90af0d42d5de0d,Outdoors & Recreation,States & Municipalities,City,,
584,3,County,5345731ebcbc57f1066c39b2,Outdoors & Recreation,States & Municipalities,County,,
585,3,Country,530e33ccbcbc57f1066bbff7,Outdoors & Recreation,States & Municipalities,Country,,
586,3,Neighborhood,4f2a25ac4b909258e854f55f,Outdoors & Recreation,States & Municipalities,Neighborhood,,
587,3,State,530e33ccbcbc57f1066bbff8,Outdoors & Recreation,States & Municipalities,State,,
588,3,Town,530e33ccbcbc57f1066bbff3,Outdoors & Recreation,States & Municipalities,Town,,
589,3,Village,530e33ccbcbc57f1066bbff9,Outdoors & Recreation,States & Municipalities,Village,,
590,2,Summer Camp,52e81612bcbc57f1066b7a10,Outdoors & Recreation,Summer Camp,,,
591,2,Trail,4bf58dd8d48988d159941735,Outdoors & Recreation,Trail,,,
592,2,Tree,52e81612bcbc57f1066b7a24,Outdoors & Recreation,Tree,,,
593,2,Vineyard,4bf58dd8d48988d1de941735,Outdoors & Recreation,Vineyard,,,
594,2,Volcano,5032848691d4c4b30a586d61,Outdoors & Recreation,Volcano,,,
595,2,Waterfall,56aa371be4b08b9a8d573560,Outdoors & Recreation,Waterfall,,,
596,2,Waterfront,56aa371be4b08b9a8d5734c3,Outdoors & Recreation,Waterfront,,,
597,2,Well,4fbc1be21983fc883593e321,Outdoors & Recreation,Well,,,
598,2,Windmill,5bae9231bedf3950379f89c7,Outdoors & Recreation,Windmill,,,
599,1,Professional & Other Places,4d4b7105d754a06375d81259,Professional & Other Places,,,,
600,2,Animal Shelter,4e52d2d203646f7c19daa8ae,Professional & Other Places,Animal Shelter,,,
601,2,Art Studio,58daa1558bbb0b01f18ec1d6,Professional & Other Places,Art Studio,,,
602,2,Auditorium,4bf58dd8d48988d173941735,Professional & Other Places,Auditorium,,,
603,2,Ballroom,56aa371be4b08b9a8d5734cf,Professional & Other Places,Ballroom,,,
604,2,Building,4bf58dd8d48988d130941735,Professional & Other Places,Building,,,
605,2,Business Center,56aa371be4b08b9a8d573517,Professional & Other Places,Business Center,,,
606,2,Cidery,5e189fd6eee47d000759bbfd,Professional & Other Places,Cidery,,,
607,2,Club House,52e81612bcbc57f1066b7a35,Professional & Other Places,Club House,,,
608,2,Community Center,52e81612bcbc57f1066b7a34,Professional & Other Places,Community Center,,,
609,2,Convention Center,4bf58dd8d48988d1ff931735,Professional & Other Places,Convention Center,,,
610,3,Meeting Room,4bf58dd8d48988d100941735,Professional & Other Places,Convention Center,Meeting Room,,
611,2,Cultural Center,52e81612bcbc57f1066b7a32,Professional & Other Places,Cultural Center,,,
612,2,Distillery,4e0e22f5a56208c4ea9a85a0,Professional & Other Places,Distillery,,,
613,2,Distribution Center,52e81612bcbc57f1066b7a37,Professional & Other Places,Distribution Center,,,
614,2,Event Space,4bf58dd8d48988d171941735,Professional & Other Places,Event Space,,,
615,3,Outdoor Event Space,56aa371be4b08b9a8d57356a,Professional & Other Places,Event Space,Outdoor Event Space,,
616,2,Factory,4eb1bea83b7b6f98df247e06,Professional & Other Places,Factory,,,
617,2,Fair,4eb1daf44b900d56c88a4600,Professional & Other Places,Fair,,,
618,2,Funeral Home,4f4534884b9074f6e4fb0174,Professional & Other Places,Funeral Home,,,
619,2,Government Building,4bf58dd8d48988d126941735,Professional & Other Places,Government Building,,,
620,3,Capitol Building,4bf58dd8d48988d12a941735,Professional & Other Places,Government Building,Capitol Building,,
621,3,City Hall,4bf58dd8d48988d129941735,Professional & Other Places,Government Building,City Hall,,
622,3,Courthouse,4bf58dd8d48988d12b941735,Professional & Other Places,Government Building,Courthouse,,
623,3,Embassy / Consulate,4bf58dd8d48988d12c951735,Professional & Other Places,Government Building,Embassy / Consulate,,
624,3,Fire Station,4bf58dd8d48988d12c941735,Professional & Other Places,Government Building,Fire Station,,
625,3,Monument / Landmark,4bf58dd8d48988d12d941735,Professional & Other Places,Government Building,Monument / Landmark,,
626,3,Police Station,4bf58dd8d48988d12e941735,Professional & Other Places,Government Building,Police Station,,
627,3,Town Hall,52e81612bcbc57f1066b7a38,Professional & Other Places,Government Building,Town Hall,,
628,2,Industrial Estate,56aa371be4b08b9a8d5734d7,Professional & Other Places,Industrial Estate,,,
629,2,Laboratory,5744ccdfe4b0c0459246b4d6,Professional & Other Places,Laboratory,,,
630,2,Library,4bf58dd8d48988d12f941735,Professional & Other Places,Library,,,
631,2,Meadery,5e189d71eee47d000759b7e2,Professional & Other Places,Meadery,,,
632,2,Medical Center,4bf58dd8d48988d104941735,Professional & Other Places,Medical Center,,,
633,3,Acupuncturist,52e81612bcbc57f1066b7a3b,Professional & Other Places,Medical Center,Acupuncturist,,
634,3,Alternative Healer,52e81612bcbc57f1066b7a3c,Professional & Other Places,Medical Center,Alternative Healer,,
635,3,Chiropractor,52e81612bcbc57f1066b7a3a,Professional & Other Places,Medical Center,Chiropractor,,
636,3,Dentist's Office,4bf58dd8d48988d178941735,Professional & Other Places,Medical Center,Dentist's Office,,
637,3,Doctor's Office,4bf58dd8d48988d177941735,Professional & Other Places,Medical Center,Doctor's Office,,
638,3,Emergency Room,4bf58dd8d48988d194941735,Professional & Other Places,Medical Center,Emergency Room,,
639,3,Eye Doctor,522e32fae4b09b556e370f19,Professional & Other Places,Medical Center,Eye Doctor,,
640,3,Hospital,4bf58dd8d48988d196941735,Professional & Other Places,Medical Center,Hospital,,
641,4,Hospital Ward,58daa1558bbb0b01f18ec1f7,Professional & Other Places,Medical Center,Hospital,Hospital Ward,
642,3,Maternity Clinic,56aa371be4b08b9a8d5734ff,Professional & Other Places,Medical Center,Maternity Clinic,,
643,3,Medical Lab,4f4531b14b9074f6e4fb0103,Professional & Other Places,Medical Center,Medical Lab,,
644,3,Mental Health Office,52e81612bcbc57f1066b7a39,Professional & Other Places,Medical Center,Mental Health Office,,
645,3,Nutritionist,58daa1558bbb0b01f18ec1d0,Professional & Other Places,Medical Center,Nutritionist,,
646,3,Physical Therapist,5744ccdfe4b0c0459246b4af,Professional & Other Places,Medical Center,Physical Therapist,,
647,3,Rehab Center,56aa371be4b08b9a8d57351d,Professional & Other Places,Medical Center,Rehab Center,,
648,3,Urgent Care Center,56aa371be4b08b9a8d573526,Professional & Other Places,Medical Center,Urgent Care Center,,
649,3,Veterinarian,4d954af4a243a5684765b473,Professional & Other Places,Medical Center,Veterinarian,,
650,2,Military Base,4e52adeebd41615f56317744,Professional & Other Places,Military Base,,,
651,2,Non-Profit,50328a8e91d4c4b30a586d6c,Professional & Other Places,Non-Profit,,,
652,2,Observatory,5744ccdfe4b0c0459246b4d9,Professional & Other Places,Observatory,,,
653,2,Office,4bf58dd8d48988d124941735,Professional & Other Places,Office,,,
654,3,Advertising Agency,52e81612bcbc57f1066b7a3d,Professional & Other Places,Office,Advertising Agency,,
655,3,Campaign Office,5032764e91d4c4b30a586d5a,Professional & Other Places,Office,Campaign Office,,
656,3,Conference Room,4bf58dd8d48988d127941735,Professional & Other Places,Office,Conference Room,,
657,3,Corporate Amenity,5665ef1d498ec706735f0e59,Professional & Other Places,Office,Corporate Amenity,,
658,3,Corporate Cafeteria,54f4ba06498e2cf5561da814,Professional & Other Places,Office,Corporate Cafeteria,,
659,3,Corporate Coffee Shop,5665c7b9498e7d8a4f2c0f06,Professional & Other Places,Office,Corporate Coffee Shop,,
660,3,Coworking Space,4bf58dd8d48988d174941735,Professional & Other Places,Office,Coworking Space,,
661,3,Tech Startup,4bf58dd8d48988d125941735,Professional & Other Places,Office,Tech Startup,,
662,2,Parking,4c38df4de52ce0d596b336e1,Professional & Other Places,Parking,,,
663,2,Post Office,4bf58dd8d48988d172941735,Professional & Other Places,Post Office,,,
664,2,Power Plant,58daa1548bbb0b01f18ec1a9,Professional & Other Places,Power Plant,,,
665,2,Prison,5310b8e5bcbc57f1066bcbf1,Professional & Other Places,Prison,,,
666,2,Radio Station,5032856091d4c4b30a586d63,Professional & Other Places,Radio Station,,,
667,2,Recruiting Agency,52f2ab2ebcbc57f1066b8b57,Professional & Other Places,Recruiting Agency,,,
668,2,Research Station,58daa1558bbb0b01f18ec1b2,Professional & Other Places,Research Station,,,
669,2,School,4bf58dd8d48988d13b941735,Professional & Other Places,School,,,
670,3,Adult Education Center,56aa371ce4b08b9a8d573570,Professional & Other Places,School,Adult Education Center,,
671,3,Circus School,52e81612bcbc57f1066b7a43,Professional & Other Places,School,Circus School,,
672,3,Cooking School,58daa1558bbb0b01f18ec200,Professional & Other Places,School,Cooking School,,
673,3,Driving School,52e81612bcbc57f1066b7a42,Professional & Other Places,School,Driving School,,
674,3,Elementary School,4f4533804b9074f6e4fb0105,Professional & Other Places,School,Elementary School,,
675,3,Flight School,52e81612bcbc57f1066b7a49,Professional & Other Places,School,Flight School,,
676,3,High School,4bf58dd8d48988d13d941735,Professional & Other Places,School,High School,,
677,3,Language School,52e81612bcbc57f1066b7a48,Professional & Other Places,School,Language School,,
678,3,Middle School,4f4533814b9074f6e4fb0106,Professional & Other Places,School,Middle School,,
679,3,Music School,4f04b10d2fb6e1c99f3db0be,Professional & Other Places,School,Music School,,
680,3,Nursery School,4f4533814b9074f6e4fb0107,Professional & Other Places,School,Nursery School,,
681,3,Preschool,52e81612bcbc57f1066b7a45,Professional & Other Places,School,Preschool,,
682,3,Private School,52e81612bcbc57f1066b7a46,Professional & Other Places,School,Private School,,
683,3,Religious School,52e81612bcbc57f1066b7a47,Professional & Other Places,School,Religious School,,
684,3,Swim School,52e81612bcbc57f1066b7a44,Professional & Other Places,School,Swim School,,
685,2,Social Club,52e81612bcbc57f1066b7a33,Professional & Other Places,Social Club,,,
686,2,Spiritual Center,4bf58dd8d48988d131941735,Professional & Other Places,Spiritual Center,,,
687,3,Buddhist Temple,52e81612bcbc57f1066b7a3e,Professional & Other Places,Spiritual Center,Buddhist Temple,,
688,3,Cemevi,58daa1558bbb0b01f18ec1eb,Professional & Other Places,Spiritual Center,Cemevi,,
689,3,Church,4bf58dd8d48988d132941735,Professional & Other Places,Spiritual Center,Church,,
690,3,Confucian Temple,56aa371be4b08b9a8d5734fc,Professional & Other Places,Spiritual Center,Confucian Temple,,
691,3,Hindu Temple,52e81612bcbc57f1066b7a3f,Professional & Other Places,Spiritual Center,Hindu Temple,,
692,3,Kingdom Hall,5744ccdfe4b0c0459246b4ac,Professional & Other Places,Spiritual Center,Kingdom Hall,,
693,3,Monastery,52e81612bcbc57f1066b7a40,Professional & Other Places,Spiritual Center,Monastery,,
694,3,Mosque,4bf58dd8d48988d138941735,Professional & Other Places,Spiritual Center,Mosque,,
695,3,Prayer Room,52e81612bcbc57f1066b7a41,Professional & Other Places,Spiritual Center,Prayer Room,,
696,3,Shrine,4eb1d80a4b900d56c88a45ff,Professional & Other Places,Spiritual Center,Shrine,,
697,3,Sikh Temple,5bae9231bedf3950379f89c9,Professional & Other Places,Spiritual Center,Sikh Temple,,
698,3,Synagogue,4bf58dd8d48988d139941735,Professional & Other Places,Spiritual Center,Synagogue,,
699,3,Temple,4bf58dd8d48988d13a941735,Professional & Other Places,Spiritual Center,Temple,,
700,3,Terreiro,56aa371be4b08b9a8d5734f6,Professional & Other Places,Spiritual Center,Terreiro,,
701,2,TV Station,52e81612bcbc57f1066b7a31,Professional & Other Places,TV Station,,,
702,2,Voting Booth,4cae28ecbf23941eb1190695,Professional & Other Places,Voting Booth,,,
703,2,Warehouse,52e81612bcbc57f1066b7a36,Professional & Other Places,Warehouse,,,
704,2,Waste Facility,58daa1558bbb0b01f18ec1ac,Professional & Other Places,Waste Facility,,,
705,2,Wedding Hall,56aa371be4b08b9a8d5734c5,Professional & Other Places,Wedding Hall,,,
706,2,Winery,4bf58dd8d48988d14b941735,Professional & Other Places,Winery,,,
707,1,Residence,4e67e38e036454776db1fb3a,Residence,,,,
708,2,Assisted Living,5032891291d4c4b30a586d68,Residence,Assisted Living,,,
709,2,Home (private),4bf58dd8d48988d103941735,Residence,Home (private),,,
710,2,Housing Development,4f2a210c4b9023bd5841ed28,Residence,Housing Development,,,
711,2,Residential Building (Apartment / Condo),4d954b06a243a5684965b473,Residence,Residential Building (Apartment / Condo),,,
712,2,Trailer Park,52f2ab2ebcbc57f1066b8b55,Residence,Trailer Park,,,
713,1,Shop & Service,4d4b7105d754a06378d81259,Shop & Service,,,,
714,2,ATM,52f2ab2ebcbc57f1066b8b56,Shop & Service,ATM,,,
715,2,Adult Boutique,5267e446e4b0ec79466e48c4,Shop & Service,Adult Boutique,,,
716,2,Antique Shop,4bf58dd8d48988d116951735,Shop & Service,Antique Shop,,,
717,2,Arts & Crafts Store,4bf58dd8d48988d127951735,Shop & Service,Arts & Crafts Store,,,
718,2,Astrologer,52f2ab2ebcbc57f1066b8b43,Shop & Service,Astrologer,,,
719,2,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,Shop & Service,Auto Dealership,,,
720,3,New Auto Dealership,5e8f50bd03c7a9000c1e2fbc,Shop & Service,Auto Dealership,New Auto Dealership,,
721,3,Used Auto Dealership,5e8f501a03c7a9000c1e2e88,Shop & Service,Auto Dealership,Used Auto Dealership,,
722,2,Auto Garage,52f2ab2ebcbc57f1066b8b44,Shop & Service,Auto Garage,,,
723,2,Auto Workshop,56aa371be4b08b9a8d5734d3,Shop & Service,Auto Workshop,,,
724,2,Automotive Shop,4bf58dd8d48988d124951735,Shop & Service,Automotive Shop,,,
725,2,Baby Store,52f2ab2ebcbc57f1066b8b32,Shop & Service,Baby Store,,,
726,2,Bank,4bf58dd8d48988d10a951735,Shop & Service,Bank,,,
727,2,Bath House,52e81612bcbc57f1066b7a27,Shop & Service,Bath House,,,
728,2,Batik Shop,56aa371be4b08b9a8d5734cb,Shop & Service,Batik Shop,,,
729,2,Betting Shop,52f2ab2ebcbc57f1066b8b40,Shop & Service,Betting Shop,,,
730,2,Big Box Store,52f2ab2ebcbc57f1066b8b42,Shop & Service,Big Box Store,,,
731,2,Bike Shop,4bf58dd8d48988d115951735,Shop & Service,Bike Shop,,,
732,2,Board Shop,4bf58dd8d48988d1f1941735,Shop & Service,Board Shop,,,
733,2,Bookstore,4bf58dd8d48988d114951735,Shop & Service,Bookstore,,,
734,2,Bridal Shop,4bf58dd8d48988d11a951735,Shop & Service,Bridal Shop,,,
735,2,Business Service,5453de49498eade8af355881,Shop & Service,Business Service,,,
736,2,Camera Store,4eb1bdf03b7b55596b4a7491,Shop & Service,Camera Store,,,
737,2,Candy Store,4bf58dd8d48988d117951735,Shop & Service,Candy Store,,,
738,2,Car Wash,4f04ae1f2fb6e1c99f3db0ba,Shop & Service,Car Wash,,,
739,2,Carpet Store,52f2ab2ebcbc57f1066b8b2a,Shop & Service,Carpet Store,,,
740,2,Check Cashing Service,52f2ab2ebcbc57f1066b8b2d,Shop & Service,Check Cashing Service,,,
741,2,Child Care Service,5744ccdfe4b0c0459246b4c7,Shop & Service,Child Care Service,,,
742,3,Daycare,4f4532974b9074f6e4fb0104,Shop & Service,Child Care Service,Daycare,,
743,2,Chocolate Shop,52f2ab2ebcbc57f1066b8b31,Shop & Service,Chocolate Shop,,,
744,2,Clothing Store,4bf58dd8d48988d103951735,Shop & Service,Clothing Store,,,
745,3,Accessories Store,4bf58dd8d48988d102951735,Shop & Service,Clothing Store,Accessories Store,,
746,3,Boutique,4bf58dd8d48988d104951735,Shop & Service,Clothing Store,Boutique,,
747,3,Kids Store,4bf58dd8d48988d105951735,Shop & Service,Clothing Store,Kids Store,,
748,3,Lingerie Store,4bf58dd8d48988d109951735,Shop & Service,Clothing Store,Lingerie Store,,
749,3,Men's Store,4bf58dd8d48988d106951735,Shop & Service,Clothing Store,Men's Store,,
750,3,Shoe Store,4bf58dd8d48988d107951735,Shop & Service,Clothing Store,Shoe Store,,
751,3,Women's Store,4bf58dd8d48988d108951735,Shop & Service,Clothing Store,Women's Store,,
752,2,Comic Shop,52f2ab2ebcbc57f1066b8b18,Shop & Service,Comic Shop,,,
753,2,Construction & Landscaping,5454144b498ec1f095bff2f2,Shop & Service,Construction & Landscaping,,,
754,2,Convenience Store,4d954b0ea243a5684a65b473,Shop & Service,Convenience Store,,,
755,2,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service,Cosmetics Shop,,,
756,2,Costume Shop,52f2ab2ebcbc57f1066b8b17,Shop & Service,Costume Shop,,,
757,2,Credit Union,5032850891d4c4b30a586d62,Shop & Service,Credit Union,,,
758,2,Currency Exchange,5744ccdfe4b0c0459246b4be,Shop & Service,Currency Exchange,,,
759,2,Department Store,4bf58dd8d48988d1f6941735,Shop & Service,Department Store,,,
760,2,Design Studio,4bf58dd8d48988d1f4941735,Shop & Service,Design Studio,,,
761,2,Discount Store,52dea92d3cf9994f4e043dbb,Shop & Service,Discount Store,,,
762,2,Dive Shop,52f2ab2ebcbc57f1066b8b1a,Shop & Service,Dive Shop,,,
763,2,Drugstore,5745c2e4498e11e7bccabdbd,Shop & Service,Drugstore,,,
764,2,Dry Cleaner,52f2ab2ebcbc57f1066b8b1d,Shop & Service,Dry Cleaner,,,
765,2,EV Charging Station,5032872391d4c4b30a586d64,Shop & Service,EV Charging Station,,,
766,2,Electronics Store,4bf58dd8d48988d122951735,Shop & Service,Electronics Store,,,
767,2,Entertainment Service,56aa371be4b08b9a8d573554,Shop & Service,Entertainment Service,,,
768,2,Event Service,5454152e498ef71e2b9132c6,Shop & Service,Event Service,,,
769,2,Fabric Shop,52f2ab2ebcbc57f1066b8b26,Shop & Service,Fabric Shop,,,
770,2,Film Studio,56aa371be4b08b9a8d573523,Shop & Service,Film Studio,,,
771,2,Financial or Legal Service,503287a291d4c4b30a586d65,Shop & Service,Financial or Legal Service,,,
772,2,Fireworks Store,52f2ab2ebcbc57f1066b8b3a,Shop & Service,Fireworks Store,,,
773,2,Fishing Store,52f2ab2ebcbc57f1066b8b16,Shop & Service,Fishing Store,,,
774,2,Flea Market,4bf58dd8d48988d1f7941735,Shop & Service,Flea Market,,,
775,2,Floating Market,56aa371be4b08b9a8d573505,Shop & Service,Floating Market,,,
776,2,Flower Shop,4bf58dd8d48988d11b951735,Shop & Service,Flower Shop,,,
777,2,Food & Drink Shop,4bf58dd8d48988d1f9941735,Shop & Service,Food & Drink Shop,,,
778,3,Beer Store,5370f356bcbc57f1066c94c2,Shop & Service,Food & Drink Shop,Beer Store,,
779,3,Butcher,4bf58dd8d48988d11d951735,Shop & Service,Food & Drink Shop,Butcher,,
780,3,Cheese Shop,4bf58dd8d48988d11e951735,Shop & Service,Food & Drink Shop,Cheese Shop,,
781,3,Coffee Roaster,5e18993feee47d000759b256,Shop & Service,Food & Drink Shop,Coffee Roaster,,
782,3,Dairy Store,58daa1558bbb0b01f18ec1ca,Shop & Service,Food & Drink Shop,Dairy Store,,
783,3,Farmers Market,4bf58dd8d48988d1fa941735,Shop & Service,Food & Drink Shop,Farmers Market,,
784,3,Fish Market,4bf58dd8d48988d10e951735,Shop & Service,Food & Drink Shop,Fish Market,,
785,3,Food Service,56aa371be4b08b9a8d573550,Shop & Service,Food & Drink Shop,Food Service,,
786,3,Gourmet Shop,4bf58dd8d48988d1f5941735,Shop & Service,Food & Drink Shop,Gourmet Shop,,
787,3,Grocery Store,4bf58dd8d48988d118951735,Shop & Service,Food & Drink Shop,Grocery Store,,
788,3,Health Food Store,50aa9e744b90af0d42d5de0e,Shop & Service,Food & Drink Shop,Health Food Store,,
789,3,Kuruyemişçi,58daa1558bbb0b01f18ec1e8,Shop & Service,Food & Drink Shop,Kuruyemişçi,,
790,3,Liquor Store,4bf58dd8d48988d186941735,Shop & Service,Food & Drink Shop,Liquor Store,,
791,3,Organic Grocery,52f2ab2ebcbc57f1066b8b45,Shop & Service,Food & Drink Shop,Organic Grocery,,
792,3,Sausage Shop,56aa371be4b08b9a8d573564,Shop & Service,Food & Drink Shop,Sausage Shop,,
793,3,Street Food Gathering,53e0feef498e5aac066fd8a9,Shop & Service,Food & Drink Shop,Street Food Gathering,,
794,3,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service,Food & Drink Shop,Supermarket,,
795,3,Turşucu,58daa1558bbb0b01f18ec1e5,Shop & Service,Food & Drink Shop,Turşucu,,
796,3,Wine Shop,4bf58dd8d48988d119951735,Shop & Service,Food & Drink Shop,Wine Shop,,
797,2,Frame Store,52f2ab2ebcbc57f1066b8b24,Shop & Service,Frame Store,,,
798,2,Fruit & Vegetable Store,52f2ab2ebcbc57f1066b8b1c,Shop & Service,Fruit & Vegetable Store,,,
799,2,Furniture / Home Store,4bf58dd8d48988d1f8941735,Shop & Service,Furniture / Home Store,,,
800,3,Lighting Store,55888a5a498e782e3303b43a,Shop & Service,Furniture / Home Store,Lighting Store,,
801,2,Gaming Cafe,4bf58dd8d48988d18d941735,Shop & Service,Gaming Cafe,,,
802,2,Garden Center,4eb1c0253b7b52c0e1adc2e9,Shop & Service,Garden Center,,,
803,2,Gas Station,4bf58dd8d48988d113951735,Shop & Service,Gas Station,,,
804,2,Gift Shop,4bf58dd8d48988d128951735,Shop & Service,Gift Shop,,,
805,2,Gun Shop,52f2ab2ebcbc57f1066b8b19,Shop & Service,Gun Shop,,,
806,2,Hardware Store,4bf58dd8d48988d112951735,Shop & Service,Hardware Store,,,
807,2,Health & Beauty Service,54541900498ea6ccd0202697,Shop & Service,Health & Beauty Service,,,
808,2,Herbs & Spices Store,52f2ab2ebcbc57f1066b8b2c,Shop & Service,Herbs & Spices Store,,,
809,2,Hobby Shop,4bf58dd8d48988d1fb941735,Shop & Service,Hobby Shop,,,
810,2,Home Service,545419b1498ea6ccd0202f58,Shop & Service,Home Service,,,
